"LookupType","LookupCode","Meaning","Description","Tag","LegislationCode"
"ORA_WLF_ELEARNING_STATUS","ORA_MED_CANCELLED","Processing Canceled","Learning Item Processing Canceled Status",,
"ORA_WLF_ELEARNING_STATUS","ORA_PENDING_ACTIVE","Pending Active","Learning Item Pending Active Status",,
"ORA_WLF_ELEARNING_STATUS","ORA_INACTIVE","Inactive","Learning Item Media inactive status",,
"ORA_WLF_ELEARNING_TYPE","ORA_SS_TUTORIAL","Learning Journey","Represents tutorial in eLearning",,
"ORA_WLF_ELEARNING_TYPE","ORA_SS_VIDEO","Video","Represents video in eLearning",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_ASSN_STATUS_NOT_SUPP","Assignment Status Not Supported","Error when specific assignment status is not supported for an assignment",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_ASSIGN_TYPE_NOT_SUPP","Assignment Type Not Supported","Error when assignment type is not supported for a learning item",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_COMPDATE_AFT_STARTDT","Completion Date Not After Start Date","The specified completion date was not after the specified start date.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_COMP_DATE_NOT_SUPPORT","Completion Date Not Supported","Error when completion date is not supported",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_DUPLICATE_ASSIGNMENT","Duplicate Assignment","The assigned learner already had an assignment on this learning item in active or pre-active status.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_COMM_DUP_MEMBR","Duplicate Community Member","The learner was already a member of the community.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_REQ_ATTR_EDU_UNITS","Education Units Required","Error when Education Units is missing when required",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_EXIST_COMPLETE","Existing Completed Assignment","There is an existing completed or bypass completed assignment that has not expired",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_LRNR_INACTIVE","Inactive User Account","The assigned learner did not have an active user account",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_REQUIRED_SECURITY","Insufficient Security","The assigner did not have sufficient security to assign learning to the learner.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_ASSN_STATUS_UPD_NOSUP","Invalid Assignment Status Update","Error when assignment status is being updated to invalid status for the assignment",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_FUTURE_CMPLTN_DATE","Invalid Completion Date","The completion date specified was not on or after the current date",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_INVALID_LEARNING_ITEM","Invalid Learning Item","The assigned learning item was not valid",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_PAST_REQ_ST_DATE","Invalid Start Date","The start date must be on or after the current date.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_INVALID_ASSN_DATES","Invalid assignment dates","Error when assignment dates are invalid while populating default attributes on assignment creation.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_LI_MARKCOMP_NOT_VALID","Learning Item Mark Complete Not Supported","Error when Learning Item Mark Completed is not supported",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_LI_RECOMMEND_NOTSUP","Learning Item Recommendation Not Supported","Error when Recommended assignment is not supported for any learning Item of any specific type.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_NO_RSN_CODE","Missing Reason Code","The reason code was not specified.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_NO_REQ_COMP_DATE","Missing Request Completion Date","The assignment did not include a request completion date.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_MISSING_REQ_ATTR","Missing Required Attribute","The assignment had a missing required attribute",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_NO_STATUS_CHG_COMNT","No Status Change Comment","The status change comment was not provided.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_PAST_REQ_COMP_DATE","Past Request Completion Date","The learning request has past completion date.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_RECOMMEND_CAT_NOT_SUP","Recommendation Category Not supported","Error when recommendation category given is not supported for the recommend assignment being created",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_INVALID_REQDATES_PATCH","Request Dates update not allowed","Request start date or completion date update not allowed during PATCH",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_SELF_REC_NOT_ALLOWED","Self Recommendation Not Allowed","Error when learner tries to recommend a learning item self.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_ASSIGN_UNKN_ERR","Unknown Error","The error was not categorized.",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_USR_ACCESS_CR_NOTSUP","User Access Creation Not Allowed","User Access creation not allowed by the user",,
"ORA_WLF_ERR_ASSGN_RSN","ORA_WLF_USR_ACCESS_LI_NOTSUP","User Access Open Learning Item","User Access creation not allowed for open Learning Item",,
"ORA_WLF_EVAL_EXEMPTION_CONFIG","NO_EXEMPT","Do Not Exempt","Evaluation cannot be exempted",,
"ORA_WLF_EVAL_EXEMPTION_CONFIG","EXEMPT","Exempt Evaluation","Evaluation can be exempted",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_ADMIN","Administrator","Event subtype of administrator indicates that the event is caused by a administrator like human resources manager. This is applicable for event type of Assignment only",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_COMMENT","Comment","Event subtype of comment on a learning item, this is applicable for event type of Social only",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_FOLLOW","Follow","Event subtype of follow on a learning item, or peer of a learner , this is applicable for event type of Social only.",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_LIKE","Like","Event subtype of like on a learning item, this is applicable for event type of Social only",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_LIKE_COMMENT","Like Comment","Event subtype of like comment of existing comment within a forum, this is applicable for event type of Social only",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_MANAGER","Manager","Event subtype of manger indicates that the event is caused by a learner manager.This is applicable for event type of Assignment only",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_PEER","Peer","Event subtype of peer indicates that the event is caused by a learner's peer.This is applicable for event type of Assignment only",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_RATING","Rating","Event subtype of rating on a learning item, this is applicable for event type of Social only",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_REPLY_COMMENT","Reply Comment","Event subtype of reply comment on a forum, this is applicable for event type of Social only",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_SELF","Self","Event subtype of self indicates that the event is caused by the logged in person",,
"ORA_WLF_EVENT_SUBTYPE","ORA_EVT_SUBT_SYSTEM","System","Event subtype of system indicates that the event is caused by a computer program.",,
"ORA_WLF_EVENT_TYPE","ORA_LI_ADMINISTRATOR","Administrator of Learning Item","Administration is granted on a learning item",,
"ORA_WLF_EVENT_TYPE","ORA_LI_ATTEMPT","Attempt","Event type of Attempt on a learning item",,
"ORA_WLF_EVENT_TYPE","ORA_LI_INSTRUCT","Course Instructors","Event type of Course Instructors",,
"ORA_WLF_EVENT_TYPE","ORA_DISPOSITION_INCIDENT","Disposition Incident","Event type of disposition when an administrator takes an action on the reported incident",,
"ORA_WLF_EVENT_TYPE","ORA_ERROR_ASSIGNMENT","Error Assignment","Event Type of Error Assignments while creation for a learner or group of learners.",,
"ORA_WLF_EVENT_TYPE","ORA_LI_INCIDENT","Incident","Event type of ""Incident"" used for reporting an incident",,
"ORA_WLF_EVENT_TYPE","ORA_MGR_ASSIGNMENT","Manager of Learning Item","Event type of manager joining a Learning Item",,
"ORA_WLF_EVENT_TYPE","ORA_PLANNING_ITEMS","Planning Items","Event type of planning items for existing assignment records",,
"ORA_WLF_EVENT_TYPE","ORA_LI_PREVIEW_ATTEMPT","Preview Attempt","Event type of preview attempt on a learning item",,
"ORA_WLF_EVENT_TYPE","ORA_MEMBER","Program Participant","Event type of member joining a Program",,
"ORA_WLF_EVENT_TYPE","ORA_RECOMMEND_ASSIGNMENT","Recommend Assignment","Event type of Recommend assignment for a learner or group of learners",,
"ORA_WLF_EVENT_TYPE","ORA_REQUIRE_ASSIGNMENT","Required Assignment","Event type of Required assignment for a learner or group of learners",,
"ORA_WLF_EVENT_TYPE","ORA_LI_SOCIAL","Social","Event type of Social on a learning item",,
"ORA_WLF_EVENT_TYPE","ORA_LI_VIEWER","Viewer of Learning Item","Viewing is granted on the learning item",,
"ORA_WLF_EVENT_TYPE","ORA_VISIBILITY_ASSIGNMENT","Visibility Assignment","Event type of visibility assignment of a learning item to a learner or group of learners",,
"ORA_WLF_EVENT_TYPE","ORA_LI_VISIT","Visit","Event type of Visit on a learning item",,
"ORA_WLF_EVENT_TYPE","ORA_JOIN_ASSIGNMENT","Voluntary Assignment","Event Type of Join Assignment for a learner or group of learners",,
"ORA_WLF_EXPIRATION_YEAR_OPTION","ORA_EXP_YEAR_1","One Year","Expires after one year",,
"ORA_WLF_EXPIRATION_YEAR_OPTION","ORA_EXP_YEAR_2","Two Years","Expires after two years",,
"ORA_WLF_EXPIRATION_YEAR_OPTION","ORA_EXP_YEAR_3","Three Years","Expires after three years",,
"ORA_WLF_EXPIRATION_YEAR_OPTION","ORA_EXP_YEAR_4","Four Years","Expires after four years",,
"ORA_WLF_EXPIRATION_YEAR_OPTION","ORA_EXP_YEAR_5","Five Years","Expires after five years",,
"ORA_WLF_EXPIRATION_YEAR_OPTION","ORA_EXP_YEAR_6","Six Years","Expires after six years",,
"ORA_WLF_EXPIRATION_YEAR_OPTION","ORA_EXP_YEAR_7","Seven Years","Expires after seven years",,
"ORA_WLF_EXPIRATION_YEAR_OPTION","ORA_EXP_YEAR_8","Eight Years","Expires after eight years",,
"ORA_WLF_EXPIRATION_YEAR_OPTION","ORA_EXP_YEAR_9","Nine Years","Expires after nine years",,
"ORA_WLF_EXPIRATION_YEAR_OPTION","ORA_EXP_YEAR_10","Ten Years","Expires after ten years",,
"ORA_WLF_FACETED_SEARCH_SETUP","ORA_WLF_LI_CATALOG_SEARCH","Learning Item Catalog Search","Learning Item Catalog Search flow",,
"ORA_WLF_FACETED_SEARCH_SETUP","ORA_WLF_ENROLLMENT_SEARCH","Enrollment Search","Enrollment Search flow",,
"ORA_WLF_FACILITATOR_TYPE","ORA_INSTRUCTOR","Instructor","This will be an instructor object.",,
"ORA_WLF_FACILITATOR_TYPE","ORA_TRNG_VENDOR","Training Supplier","This will be an training supplier object.",,
"ORA_WLF_FORUM_TYPE","ORA_ADMIN_FORUM","Administrators Forum","Forum for administrators.",,
"ORA_WLF_FORUM_TYPE","ORA_COMMUNITY_MANAGER_FORUM","Community Managers Forum","Forum for community managers.",,
"ORA_WLF_FORUM_TYPE","ORA_ENROLLED_LEARNER_FORUM","Enrolled Learners Forum","Forum for learners enrolled in the learning item.",,
"ORA_WLF_FORUM_TYPE","ORA_SELF_SERVICE_USER_FORUM","Self Service Learners Forum","Forum for both learners and enrolled learners in a learning item.",,
"ORA_WLF_IMAGE_TYPE","ORA_IMG_COVERART","Cover art","Represents cover art image",,
"ORA_WLF_IMAGE_TYPE","ORA_LIBRARY_COVERART","Library Cover Art","Represents reusable library cover art",,
"ORA_WLF_IMAGE_TYPE","ORA_IMG_THUMBNAIL","Thumbnail","Represents thumbnail image",,
"ORA_WLF_IMAGE_USE","ORA_IMAGE","Image","Image is used for regular Image",,
"ORA_WLF_IMAGE_USE","ORA_THUMBNAIL","Thumbnail","Image is used for thumbnail",,
"ORA_WLF_INCIDENT_STATUS","ORA_INC_CANCELLED","Canceled","Status of the incident is canceled",,
"ORA_WLF_INCIDENT_STATUS","ORA_INC_DELETED","Deleted","Status of the incident is deleted",,
"ORA_WLF_INCIDENT_STATUS","ORA_INC_NEW","New","Status of the incident is new",,
"ORA_WLF_INCIDENT_STATUS","ORA_INC_REMEDIATED","Resolved","Status of the incident is resolved",,
"ORA_WLF_INCIDENT_STATUS","ORA_INC_SUSPENDED","Suspended","Status of the incident is suspended",,
"ORA_WLF_INIT_ASSGN_STATE_ADMIN","ORA_ASSN_REC_ACTIVE","Active","Default assignment status will be active",,
"ORA_WLF_INIT_ASSGN_STATE_EMP","ORA_ASSN_REC_ACTIVE","Active","Default assignment status will be active",,
"ORA_WLF_INIT_ASSGN_STATE_EMP","ORA_ASSN_REC_NONE","None","Default assignment status will be none",,
"ORA_WLF_INIT_ASSGN_STATE_EMP","ORA_ASSN_REC_REQUESTED","Requested","Default assignment status will be requested",,
"ORA_WLF_INIT_ASSGN_STATE_MGR","ORA_ASSN_REC_ACTIVE","Active","Default assignment status will be active",,
"ORA_WLF_INIT_ASSGN_STATE_MGR","ORA_ASSN_REC_NONE","None","Default assignment status will be none",,
"ORA_WLF_INIT_ASSGN_STATE_MGR","ORA_ASSN_REC_REQUEST_APPROVED","Request Approved","Default assignment status will be request approved",,
"ORA_WLF_INIT_ASSGN_STATE_MGR","ORA_ASSN_REC_REQUESTED","Requested","Default assignment status will be requested",,
"ORA_WLF_INIT_ASSGN_STATE_SEC","ORA_ASSN_REC_INHERIT_COURSE","Inherit from Activity","Section Assignment Status is inherited from Activity",,
"ORA_WLF_INIT_ASSGN_STATE_SEC","ORA_ASSN_REC_INHERIT_SPEC","Inherit from Specialization","Section Assignment Status is inherited from Specialization",,
"ORA_WLF_INIT_ASSGN_STATE_SEC","ORA_ASSN_REC_ACTIVE","Active","Section Assignment Status is Active",,
"ORA_WLF_INIT_ASSGN_STATE_SEC","ORA_ASSN_REC_REQUESTED","Requested","Section Assignment Status is Request",,
"ORA_WLF_INIT_DUEDATE_OPTIONS","ORA_INIT_DUE_DATE","Date","Indicates due date to finish the content object",,
"ORA_WLF_INIT_DUEDATE_OPTIONS","ORA_INIT_DUE_DAYS","Days","Indicates days to finish the content object",,
"ORA_WLF_INIT_DUEDATE_OPTIONS","ORA_INIT_NO_DUE_DATE","No Due Date","Indicates no due date to finish the content object",,
"ORA_WLF_LEARNING_ITEM_AGE_UOM","ORA_DAYS","Days","Learning Item age is in days",,
"ORA_WLF_LEARNING_ITEM_AGE_UOM","ORA_MONTHS","Months","Learning Item age is in months",,
"ORA_WLF_LEARNING_ITEM_AGE_UOM","ORA_YEARS","Years","Learning Item age is in years",,
"ORA_WLF_LEARNING_ITEM_RATING","ORA_FOUR_STARS_UP","4 Stars and Up","Learning Item Rating 4 Stars and Up",,
"ORA_WLF_LEARNING_ITEM_RATING","ORA_THREE_STARS_UP","3 Stars and Up","Learning Item Rating 3 Stars and Up",,
"ORA_WLF_LEARNING_ITEM_RATING","ORA_TWO_STARS_UP","2 Stars and Up","Learning Item Rating 2 Stars and Up",,
"ORA_WLF_LEARNING_ITEM_RATING","ORA_ONE_STAR_UP","1 Star and Up","Learning Item Rating 1 Star and Up",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_ACCESS_GROUP","Access Group","Learning Item Type Access Group",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_ACTIVITY","Activity","Learning Item Type Activity",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_ACTIVITY_SECTION","Activity Section","Learning Item that represents sections to group activities",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_ASSESSMENT","Assessment","Learning Item Type Assessment",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_CONTENT_ITEM","Content Item","Learning Item Type Content Item Node",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_CONTENT_ROOT","Content Root","Learning Item Type Content Root Node",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_CONTENT_VIDEO","Content Video","Learning Item Type of Content Video",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_COURSE","Course","Learning Item Type Course",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_EXT_COURSE","External Course","Course imported from external massive open online course providers",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_EXT_CLASS","External Offering","Learning Item Type of External Offering",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_EXT_VIDEO","External Video","Videos imported from external video providers",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_FORUM","Forum","Learning Item Type that represents a forum",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_COMMUNITY","Learning Community","Learning Item that represents communities",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_TUTORIAL","Learning Journey","Learning Item Type Tutorial",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_TUTORIAL_SECTION","Learning Journey Section","Learning Item Type Tutorial section to represent children of the tutorial",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_LEGACY","Legacy","Learning Item Type Legacy",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_NON_CATALOG","Noncatalog Item","Noncatalog Item Type",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_CLASS","Offering","Learning Item Type Offering",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_PLAN","Planning Cycle","Learning Item Type of Planning Cycle",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_PROGRAM","Program","Learning Item Type of Program",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_SECTION","Section","Learning Item that represents sections",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_SPECIALIZATION","Specialization","Learning Item Type to represent Specialization like certification",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_SPECL_SECTION","Specialization Section","Learning Item that represents sections in a specialization",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_SPECL_SEC_ITEM","Specialization Section Item","Learning Item that represents sub sections in a specialization section",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_VIDEO","Video","Learning Item Type Video",,
"ORA_WLF_LEARNING_ITEM_TYPE","ORA_ELEARNING","eLearning","Learning Item Type eLearning",,
"ORA_WLF_LEARN_ACL_JOB","ORA_REFRESH_LEARN_ACL_DN","Refresh Learning Item ACL Table Only","Job to refresh Learning Item ACL Table Only.",,
"ORA_WLF_LEARN_ACL_JOB","ORA_REFRESH_OSCS_LEARN_ACL","Refresh OSCS Learning Item ACL Index Only","Job to refresh OSCS Learning Item ACL Index Only.",,
"ORA_WLF_LEARN_ACL_JOB","ORA_REFRESH_LEARN_ACL_ALL","Refresh Both Table and Index","Job to refresh Both Table and Index.",,
"ORA_WLF_LEARN_ACL_JOB","ORA_REFRESH_OSCS_FROM_DN_TBL","Refresh OSCS Learn ACL Index Only From DN Table","Job to refresh OSCS Learn ACL Index Only from DN table",,
"ORA_WLF_LEARN_CONTENT_STATUS","ORA_LI_ACTIVE","Active","Status is active",,
"ORA_WLF_LEARN_CONTENT_STATUS","ORA_LI_DELETE","Delete","Status is deleted",,
"ORA_WLF_LEARN_CONTENT_STATUS","ORA_LI_INACTIVE","Inactive","Status is inactive",,
"ORA_WLF_LEARN_DELIVERY_MODE","ORA_BLENDED","Blended","This will be a blended offering",,
"ORA_WLF_LEARN_DELIVERY_MODE","ORA_ILT","Instructor-Led","This will be an instructor led offering",,
"ORA_WLF_LEARN_DELIVERY_MODE","ORA_SP","Self-Paced","This will be a self paced offering",,
"ORA_WLF_LEARN_DURATION_UOM","ORA_DUR_SEC","Second","Duration in seconds",,
"ORA_WLF_LEARN_DURATION_UOM","ORA_DUR_MIN","Minute","Duration in Minute",,
"ORA_WLF_LEARN_DURATION_UOM","ORA_DUR_HOUR","Hour","Duration is Hour.",,
"ORA_WLF_LEARN_DURATION_UOM","ORA_DUR_DAY","Day","Duration is Day.",,
